Game_Title,Consoles,ESRB_Rating,Content_Descriptors,Interactive_Elements,Content_Summary
Bomb Rush Cyberfunk,Nintendo Switch,T,"Blood,Language,Suggestive Themes,Violence",No Interactive Elements,"This is an action-adventure game in which players assume the role of a graffiti writer battling for control of a futuristic city (New Amsterdam). From a third-person perspective, players traverse the city, spray-paint graffiti, collect musical beats, and combine skate-like tricks to use in battles. Players punch, kick, and use graffiti-spray finishing moves against enemies (e.g., police, large mechs). Combat is highlighted by gunfire, colorful light effects, and cries of pain. Cutscenes depict further instances of violence and blood: characters decapitated; a character pushed off a building; a character shot in the head off screen; a body lying in a pool of blood; blood from a gunshot wound. One area of the city contains a red-light district, with signs reading “XXX,"" “Girls,” “Love Spectrum,” and “Love Bomb”; there are also signs depicting female silhouettes. The word “sh*t” appears in the game, and one skateboard decal depicts a raised middle finger."
Double Dragon Gaiden: Rise of the Dragons,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E10+,"Mild Blood,Mild Suggestive Themes,Mild Violence,Tobacco Reference",No Interactive Elements,"This is an arcade-style fighting game in which players assume the roles of brothers tasked with taking down street gangs. From a side-scrolling perspective, players traverse 2D environments to battle human enemies in “beat-''em-up”-style combat. Players defeat hordes of enemies by using melee attacks and small weapons (e.g., pistols, swords, whips). Still-images sometimes depict defeated boss characters with blood on their faces. Some female characters are designed with revealing outfits (e.g., partially exposed buttocks). Cigarette packs can be seen on some background tables."
Fashion Dreamer,Nintendo Switch,E,No Descriptors,Users Interact (Switch),This is a lifestyle simulation game in which players strive to become a fashion influencer in a virtual world. Players can interact with characters as they create and design new outfits to gain a following.
High On Life,"PlayStation 4, PlayStation 5",M,"Blood and Gore,Crude Humor,Nudity,Strong Language,Strong Sexual Content,Use of Drugs,Violence",No Interactive Elements,"This is a first-person shooter in which players assume the role of an intergalactic bounty hunter attempting to save humanity from an alien cartel. While exploring alien landscapes, players use talking guns and knives to battle stylized enemies (e.g., giant bug-like creatures, aliens, drones). Combat is highlighted by impact sounds, explosions, and blood-splatter effects. Some enemies'' heads can be shot off, and enemies in a mini-game explode into pixelated blood and viscera. Several live-action movie scenes also depict violence: a character''s throat slit; a man''s skull cut open and brain removed; a character slitting his wrist; demons impaled. Horror/Sci-Fi Movie footage also includes some sexual content: brief full-frontal nudity and instances of partial nudity (e.g., exposed breasts, buttocks); a partially nude woman restrained while photos are taken; two characters engaging in intercourse, with breast exposure and sexual moaning sounds; a man fondling and kissing a woman''s breasts as she sleeps (her pelvic region is briefly visible). During one side mission, players are tasked with fixing a pipe to enable a character to defecate into a toilet attached to the pipe (character at the other end of the pipe can be seen eating the feces). The game contains a depiction of a character ingesting cocaine. The words “f**k” and “sh*t” appear in the game."
My Time at Sandrock,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E10+,"Alcohol Reference,Comic Mischief,Fantasy Violence,Mild Language,Mild Suggestive Themes",No Interactive Elements,"This is a simulation/role-playing game in which players assume the role of a builder in the desert town of Sandrock. Players explore open-world environments while interacting with townsfolk, performing tasks/quests, and fighting enemy creatures. Players use cartoony weapons (e.g., daggers, rifles) to engage in combat with certain townsfolk (for training purposes) and creatures (e.g., livestock, giant ants, robots). The occasional combat is highlighted by impact sounds and small explosions. The game includes a dating mechanic, in which players can spend time with any adult character; while on dates, players ask for options such as Hug, Kiss, and Observe. A saloon in town contains posters advertising “Lost Mountain Beer.” During the course of the game, monster manure is depicted as “poo coils,” which can be picked up and gifted to characters; the dialogue contains references to flatulence (e.g., “Never trust a fart…”; “Is that…a methane leak?”). The word “damn” appears in dialogue."
World of Outlaws: Dirt Racing ''23 Edition,Nintendo Switch,E10+,Lyrics,Users Interact (Switch),"This is a racing simulation game in which players drive sprint cars through various racing events. Players race across real-world dirt tracks and speedways while upgrading parts and earning new vehicles. Accompanying song lyrics contain the word “a*s” and reference alcohol (e.g., “Running on empty bottles of rum and sweet red wine”; “Well I drank a thousand whiskeys...) and suggestive material (e.g., “Sex, drugs, life in luxury”)."
Overdriven Evolution,Nintendo Switch,E10+,Fantasy Violence,No Interactive Elements,No Rating Summary
Super Mario Bros. Wonder,Nintendo Switch,E,Mild Fantasy Violence,In-Game Purchases (Switch),"This is a platformer game in which players control characters from the Mario universe as they try to stop the villain Bowser. Players traverse whimsical environments while jumping on enemies'' heads, throwing shells/objects at them, or tossing small fireballs to knock them off-screen. Boss battles contain more involved combat against giant enemies that breathe fire and smash parts of the scenery."
Overpass 2,"Windows PC, PlayStation 5, Xbox Series",E,No Descriptors,No Interactive Elements,"This is a racing game in which players can drive vehicles through off-road track environments. Players drive ATVs, UTVs and “rock bouncers” through quick races or a career of tournaments."
WORLD OF HORROR,Nintendo Switch,M,"Blood and Gore,Language,Suggestive Themes,Violence",No Interactive Elements,"This is a horror role-playing game in which players help to solve supernatural mysteries in a Japanese fishing village during the 1980s. The game is presented in a black-and-white style using mainly still images and text descriptions of actions. As players make action and/or dialogue choices to progress the narrative, they can sometimes engage in turn-based battles with fantasy creatures (e.g., ghosts, demons, vampires). Battles are accompanied by blood-splatter effects and impact sounds; some attacks result in grave injuries (e.g., open wounds, protruding bones, flayed faces). A handful of still-image sequences depict severed heads and a crucified body, with descriptive text (e.g., “Suddenly, the teacher''s chest rips apart showering the classroom with gore. From within, a child coated in meat and intestines leaps out, screeching with joy.”). In one sequence, players engage in a mini-game that involves piercing a character''s eye with a needle, resulting in blood-splatter effects. The game contains some suggestive material: a woman taking a bath (partially obscured breasts); a mannequin-like creature with exposed breasts, though with no discernible details (i.e., no nipples). The word “sh*t” appears in the game."
